dataset_name,site,treatment,activity_media_name,stream_name,activity_start_date,activity_depth_height_measure,activity_depth_height_unit,characteristic_name,characteristic_name_long,method_speciation,result_sample_fraction,result_value,result_unit,layer_collection_start_depth,layer_collection_end_depth,result_detection_quantitation_limit_measure,result_detection_quantitation_limit_unit,result_detection_quantitation_limit_type,result_comment,result_analytical_method_name,result_analytical_method_instrument,result_analytical_reference_method,field_comment
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2015-05-19,,"",DIC,,as Total CO2,Dissolved,184.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2015-05-19,,"",DIC,,as Total CO2,Dissolved,168.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2015-05-19,,"",DIC,,as Total CO2,Dissolved,131.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2015-05-19,,"",DOC,,as C,Filterable,2430.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2015-05-19,,"",DOC,,as C,Filterable,2046.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2015-05-19,,"",DOC,,as C,Filterable,1703.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2015-05-19,,"",DOC,,as C,Filterable,637.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2015-05-19,,"",FE,,as Fe,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2015-05-19,,"",FE,,as Fe,Filterable,0.24000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2015-05-19,,"",FE,,as Fe,Filterable,0.60000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2015-05-19,,"",FE,,as Fe,Filterable,0.31000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2015-05-19,,"",K,,as K,Filterable,0.31000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2015-05-19,,"",K,,as K,Filterable,0.09000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2015-05-19,,"",K,,as K,Filterable,0.17000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2015-05-19,,"",K,,as K,Filterable,0.41000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2015-05-19,,"",MG,,as Mg,Filterable,0.77000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2015-05-19,,"",MG,,as Mg,Filterable,0.56000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2015-05-19,,"",MG,,as Mg,Filterable,0.79000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2015-05-19,,"",MG,,as Mg,Filterable,0.52000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2015-05-19,,"",MN,,as Mn,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2015-05-19,,"",MN,,as Mn,Filterable,0.02160,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2015-05-19,,"",MN,,as Mn,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2015-05-19,,"",MN,,as Mn,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2015-05-19,,"",NA,,as Na,Filterable,1.05000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2015-05-19,,"",NA,,as Na,Filterable,1.19000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2015-05-19,,"",NA,,as Na,Filterable,0.69000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2015-05-19,,"",NA,,as Na,Filterable,0.68000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2015-05-19,,"",NO2,,as NO2-N,Filterable,3.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2015-05-19,,"",NO2,,as NO2-N,Filterable,2.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2015-05-19,,"",NO2,,as NO2-N,Filterable,1.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2015-05-19,,"",NO2,,as NO2-N,Filterable,0.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2015-05-19,,"",NO3,,as NO3-N,Filterable,18.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2015-05-19,,"",NO3,,as NO3-N,Filterable,5.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2015-05-19,,"",NO3,,as NO3-N,Filterable,4.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2015-05-19,,"",NO3,,as NO3-N,Filterable,28.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2015-05-19,,"",PARTC,,as C,Non-Filterable (Particle),526.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2015-05-19,,"",PARTC,,as C,Non-Filterable (Particle),454.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2015-05-19,,"",PARTC,,as C,Non-Filterable (Particle),724.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2015-05-19,,"",PARTC,,as C,Non-Filterable (Particle),769.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2015-05-19,,"",PARTN,,as N,Non-Filterable (Particle),72.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2015-05-19,,"",PARTN,,as N,Non-Filterable (Particle),51.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2015-05-19,,"",PARTN,,as N,Non-Filterable (Particle),42.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2015-05-19,,"",PARTN,,as N,Non-Filterable (Particle),14.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2015-05-19,,"",PARTP,,as P,Non-Filterable (Particle),5.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2015-05-19,,"",PARTP,,as P,Non-Filterable (Particle),4.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2015-05-19,,"",PARTP,,as P,Non-Filterable (Particle),6.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2015-05-19,,"",PARTP,,as P,Non-Filterable (Particle),6.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2015-05-19,,,PH,,,Unfiltered,6.88000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2015-05-19,,,PH,,,Unfiltered,5.71000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2015-05-19,,,PH,,,Unfiltered,4.84000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2015-05-19,,,PH,,,Unfiltered,4.53000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2015-05-19,,"",SO4,,as SO4,Filterable,1.06000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2015-05-19,,"",SO4,,as SO4,Filterable,1.53000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2015-05-19,,"",SO4,,as SO4,Filterable,2.07000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2015-05-19,,"",SO4,,as SO4,Filterable,2.32000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2015-05-19,,"",SRSI,,as Si,Unfiltered,2.17800,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2015-05-19,,"",SRSI,,as Si,Unfiltered,3.74800,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2015-05-19,,"",SRSI,,as Si,Unfiltered,3.17000,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2015-05-19,,"",SRSI,,as Si,Unfiltered,4.39100,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2015-05-19,,"",TDN,,as N,Dissolved,574.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2015-05-19,,"",TDN,,as N,Dissolved,417.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2015-05-19,,"",TDN,,as N,Dissolved,506.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2015-05-19,,"",TDN,,as N,Dissolved,234.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2015-05-19,,"",TDP,,as P,Dissolved,2.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2015-05-19,,"",TDP,,as P,Dissolved,12.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2015-05-19,,"",TDP,,as P,Dissolved,10.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2015-05-19,,"",TDP,,as P,Dissolved,6.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2015-05-25,,"",ALK,,alkalinity,"",21.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2015-05-25,,"",ALK,,alkalinity,"",0.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2015-05-25,,"",ALK,,alkalinity,"",175.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2015-05-25,,"",ALK,,alkalinity,"",162.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2015-05-25,,"",CA,,as Ca,Filterable,2.73000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2015-05-25,,"",CA,,as Ca,Filterable,3.26000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2015-05-25,,"",CA,,as Ca,Filterable,1.61000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2015-05-25,,"",CA,,as Ca,Filterable,1.23000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
