dataset_name,site,treatment,activity_media_name,activity_start_date,activity_depth_height_measure,activity_depth_height_unit,characteristic_name,characteristic_name_long,method_speciation,result_sample_fraction,result_value,result_unit,layer_collection_start_depth,layer_collection_end_depth,result_detection_quantitation_limit_measure,result_detection_quantitation_limit_unit,result_detection_quantitation_limit_type,result_comment,result_analytical_method_name,result_analytical_method_instrument,result_analytical_reference_method,field_comment
Chemistry,Site4,fertilized,Lake Water,2015-06-15,,epi,SRSI,,as Si,Unfiltered,0.27100,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-15,,epi,SRSI,,as Si,Unfiltered,0.31400,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-15,,epi,TDN,,as N,Dissolved,317.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-15,,epi,TDN,,as N,Dissolved,306.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-15,,epi,TDP,,as P,Dissolved,7.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-15,,epi,TDP,,as P,Dissolved,6.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,ALK,,alkalinity,"",108.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,ALK,,alkalinity,"",109.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,CA,,as Ca,Filterable,1.54000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,CA,,as Ca,Filterable,1.56000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,CHLA,,"",Filterable,55.14000,ug/L,,,0.01,"",Method Detection Level,"","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,CHLA,,"",Filterable,58.01000,ug/L,,,0.01,"",Method Detection Level,"","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,CL,,as Cl,Filterable,0.16000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,CL,,as Cl,Filterable,0.17000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,COND,,"",Unfiltered,16.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,COND,,"",Unfiltered,16.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,DIC,,as Total CO2,Dissolved,18.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,DIC,,as Total CO2,Dissolved,21.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,DOC,,as C,Filterable,722.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,DOC,,as C,Filterable,727.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,FE,,as Fe,Filterable,0.05000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,FE,,as Fe,Filterable,0.05000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,K,,as K,Filterable,0.20000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,K,,as K,Filterable,0.19000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,MG,,as Mg,Filterable,0.50000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,MG,,as Mg,Filterable,0.50000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,MN,,as Mn,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,MN,,as Mn,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,NA,,as Na,Filterable,0.95000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,NA,,as Na,Filterable,0.95000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,NO2,,as NO2-N,Filterable,1.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,NO2,,as NO2-N,Filterable,1.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,NO3,,as NO3-N,Filterable,28.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,NO3,,as NO3-N,Filterable,31.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,PARTC,,as C,Non-Filterable (Particle),3383.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,PARTC,,as C,Non-Filterable (Particle),3504.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,PARTN,,as N,Non-Filterable (Particle),672.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,PARTN,,as N,Non-Filterable (Particle),732.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,PARTP,,as P,Non-Filterable (Particle),23.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,PARTP,,as P,Non-Filterable (Particle),25.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,PH,,,Unfiltered,8.75000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,PH,,,Unfiltered,8.97000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,SO4,,as SO4,Filterable,1.11000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,SO4,,as SO4,Filterable,1.07000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,SRSI,,as Si,Unfiltered,0.24700,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,SRSI,,as Si,Unfiltered,0.27200,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,TDN,,as N,Dissolved,461.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,TDN,,as N,Dissolved,503.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,TDP,,as P,Dissolved,6.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-06-29,,epi,TDP,,as P,Dissolved,6.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,ALK,,alkalinity,"",92.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,ALK,,alkalinity,"",97.00000,ueq/L,,,,"",Method Detection Level,"","","","The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,CA,,as Ca,Filterable,1.67000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,CA,,as Ca,Filterable,1.70000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,CHLA,,"",Filterable,11.14000,ug/L,,,0.01,"",Method Detection Level,"","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,CHLA,,"",Filterable,11.50000,ug/L,,,0.01,"",Method Detection Level,"","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,CL,,as Cl,Filterable,0.17000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,CL,,as Cl,Filterable,0.18000,mg/L,,,0.01,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,COND,,"",Unfiltered,17.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,COND,,"",Unfiltered,18.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,DIC,,as Total CO2,Dissolved,82.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,DIC,,as Total CO2,Dissolved,88.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,DOC,,as C,Filterable,664.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,DOC,,as C,Filterable,670.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,FE,,as Fe,Filterable,0.06000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,FE,,as Fe,Filterable,0.07000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,K,,as K,Filterable,0.21000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,K,,as K,Filterable,0.21000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,MG,,as Mg,Filterable,0.52000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,MG,,as Mg,Filterable,0.53000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,MN,,as Mn,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,MN,,as Mn,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,NA,,as Na,Filterable,0.99000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,NA,,as Na,Filterable,1.04000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,NO2,,as NO2-N,Filterable,2.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,NO2,,as NO2-N,Filterable,2.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,NO3,,as NO3-N,Filterable,142.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,NO3,,as NO3-N,Filterable,144.00000,ug/L,,,1,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,PARTC,,as C,Non-Filterable (Particle),1417.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,PARTC,,as C,Non-Filterable (Particle),1563.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,PARTN,,as N,Non-Filterable (Particle),503.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,PARTN,,as N,Non-Filterable (Particle),759.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,PARTP,,as P,Non-Filterable (Particle),15.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,PARTP,,as P,Non-Filterable (Particle),15.00000,ug/L,,,1,"",Method Detection Level,"","",Spectrophotometer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,PH,,,Unfiltered,6.63000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,PH,,,Unfiltered,6.64000,SU,,,,,,,ELA-pH (in-situ),pH Meter (see method for differentiation),"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,SO4,,as SO4,Filterable,1.07000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,SO4,,as SO4,Filterable,1.03000,mg/L,,,0.02,"",Method Detection Level,"","",Ion Exchange Column,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,SRSI,,as Si,Unfiltered,0.20600,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,SRSI,,as Si,Unfiltered,0.21600,mg/L,,,0.005,"",Method Detection Level,"","",Technicon Autoanalyzer,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,TDN,,as N,Dissolved,536.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,TDN,,as N,Dissolved,546.00000,ug/L,,,5,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,TDP,,as P,Dissolved,6.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-13,,epi,TDP,,as P,Dissolved,6.00000,ug/L,,,1,"",Method Detection Level,"","",Photocombustion,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-22,,epi,CA,,as Ca,Filterable,1.62000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-22,,epi,CHLA,,"",Filterable,11.54000,ug/L,,,0.01,"",Method Detection Level,"","",Fluorometric-Method,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-22,,epi,COND,,"",Unfiltered,18.00000,uS/cm,,,1,"",Method Detection Level,"","",Radiometer CDM 3,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-22,,epi,DOC,,as C,Filterable,633.00000,umol/L,,,10,"",Method Detection Level,"","",Automated conductimetric technique,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-22,,epi,FE,,as Fe,Filterable,0.03000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-22,,epi,K,,as K,Filterable,0.19000,mg/L,,,0.02,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-22,,epi,MG,,as Mg,Filterable,0.51000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
Chemistry,Site4,fertilized,Lake Water,2015-07-22,,epi,MN,,as Mn,Filterable,0.00000,mg/L,,,0.01,"",Method Detection Level,"","",Atomic-Absorption,"The Chemical Analysis of Fresh Water, 1977",
