dataset_name,site,activity_media_name,activity_start_date,date_type,max_temp,min_temp,result_unit,sampling_method_description,version,update_date
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-05-25,mean_date,23.46,12.84,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-05-26,mean_date,24.46,10.19,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-05-27,mean_date,20,12.61,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-05-28,mean_date,14.96,9.07,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-05-29,mean_date,9.42,5.892,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-05-30,mean_date,11.82,-0.047,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-05-31,mean_date,16.5,4.032,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-01,mean_date,20.63,5.257,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-02,mean_date,18.85,10.49,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-03,mean_date,19.66,12.95,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-04,mean_date,22.86,11.75,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-05,mean_date,21.71,10.14,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-06,mean_date,18.93,11.23,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-07,mean_date,21.3,12.16,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-08,mean_date,22.37,12.78,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-09,mean_date,23.85,11.31,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-10,mean_date,22.34,10.56,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-11,mean_date,24.71,9.94,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-12,mean_date,26.62,10.34,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-13,mean_date,26.7,14.21,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-14,mean_date,22.68,16.29,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-15,mean_date,15.43,10.41,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-16,mean_date,19.72,7.05,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-17,mean_date,21.39,7.933,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-18,mean_date,17.46,6.865,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-19,mean_date,19.18,7.373,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-20,mean_date,21.94,11.73,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-21,mean_date,23.49,11.27,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-22,mean_date,17.41,13.14,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-23,mean_date,23.92,9.96,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-24,mean_date,24.7,12.84,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-25,mean_date,25.15,12.68,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-26,mean_date,27.73,13.08,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-27,mean_date,24.86,14.42,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-28,mean_date,24.59,13.47,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-29,mean_date,22.46,15.52,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-06-30,mean_date,20.81,10.27,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-01,mean_date,24.74,11.87,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-02,mean_date,22.79,14.58,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-03,mean_date,25.3,17.2,degrees Celsius,T107C thermistor (Campbell Scientific),1,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-04,mean_date,25.53,13.33,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-05,mean_date,21.75,16.14,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-06,mean_date,15.53,8.89,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-07,mean_date,21.79,8.34,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-08,mean_date,20.03,11.95,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-09,mean_date,23.73,12.21,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-10,mean_date,29.27,17.19,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-11,mean_date,28.43,16.53,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-12,mean_date,24.69,17.53,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-13,mean_date,26.15,18.68,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-14,mean_date,24.66,15.02,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-15,mean_date,22.85,14.39,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-16,mean_date,22.61,17.26,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-17,mean_date,25.62,17.24,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-18,mean_date,23.56,15.24,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-19,mean_date,24.76,13.85,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-20,mean_date,20.46,13.04,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-21,mean_date,21.92,11.79,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-22,mean_date,25.37,10.84,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-23,mean_date,29.32,16.37,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-24,mean_date,24.72,18.94,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-25,mean_date,28.87,14.8,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-26,mean_date,30.56,15.47,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-27,mean_date,30.5,19.69,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-28,mean_date,26.04,20.99,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-29,mean_date,17.7,14.49,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-30,mean_date,24.38,13.37,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-07-31,mean_date,21.83,13.25,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-01,mean_date,23.48,13.09,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-02,mean_date,20.24,14.04,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-03,mean_date,17.05,12.41,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-04,mean_date,18.58,10.39,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-05,mean_date,20.73,10.33,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-06,mean_date,18.98,14.61,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-07,mean_date,22.55,15.23,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-08,mean_date,25.07,14.86,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-09,mean_date,21.76,13.02,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-10,mean_date,22.33,14.46,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-11,mean_date,25.36,12.22,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-12,mean_date,26.32,16.15,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-13,mean_date,30.96,17.43,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-14,mean_date,30.31,15.55,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-15,mean_date,31.43,20.15,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-16,mean_date,19.67,16.06,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-17,mean_date,20.97,9.79,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-18,mean_date,21.6,11.16,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-19,mean_date,12.72,11.56,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-20,mean_date,20.9,9.69,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-21,mean_date,24.59,12.76,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-22,mean_date,21.84,16.69,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-23,mean_date,14.45,8.22,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-24,mean_date,10.58,6.767,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-25,mean_date,18.59,8.59,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-26,mean_date,21.25,7.757,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-27,mean_date,22.85,9.71,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-28,mean_date,23.09,14.08,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-29,mean_date,24.22,14.04,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-30,mean_date,27.35,18.32,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-08-31,mean_date,22.9,18.51,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-01,mean_date,26.78,13.25,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-02,mean_date,27.69,14.27,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-03,mean_date,28.93,17.23,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-04,mean_date,28.28,17.51,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-05,mean_date,25.84,19.16,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-06,mean_date,22.73,18.27,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-07,mean_date,22.16,10.79,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-08,mean_date,17.9,9.87,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-09,mean_date,15.86,7.618,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-10,mean_date,13.51,7.501,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-11,mean_date,13.89,5.161,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-12,mean_date,19.47,6.983,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-13,mean_date,25.33,12.03,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-14,mean_date,16.37,11.45,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-15,mean_date,24.73,12.7,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-16,mean_date,23.05,16.73,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-17,mean_date,16.25,11.91,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-18,mean_date,15.74,8.94,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-19,mean_date,20.05,5.743,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-20,mean_date,22.14,10.25,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-21,mean_date,25.88,13.03,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-22,mean_date,15.89,6.382,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-23,mean_date,17.08,6.748,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2015-09-24,mean_date,12.91,9.61,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
